注文番号,販売日,店舗,商品コード,商品名,カテゴリ,カラー,サイズ,定価,販売価格,数量,売上金額,値引額,値引率,販売チャネル
ORD-202609-00189,2026/09/16,EC,OT-002,CHESTER COAT,OUTER,BLACK,S,6700,6700,1,6700,0,0.0,オンライン
ORD-202609-00191,2026/09/16,表参道店,KN-001,WOOL KNIT,KNIT,BLACK,L,2500,2500,1,2500,0,0.0,店舗
ORD-202609-00227,2026/09/16,表参道店,OT-005,BALMACAAN COAT,OUTER,KHAKI,L,6700,6700,3,20100,0,0.0,店舗
ORD-202609-00251,2026/09/16,EC,KN-001,WOOL KNIT,KNIT,NAVY,S,2500,2250,1,2250,250,0.1,オンライン
ORD-202609-00266,2026/09/16,表参道店,JK-001,TECH JACKET,JACKET,KHAKI,M,4500,4050,1,4050,450,0.1,店舗
ORD-202609-00311,2026/09/16,EC,BG-002,SHOULDER BAG,BAG,KHAKI,M,3300,2800,1,2800,500,0.15,オンライン
ORD-202609-00333,2026/09/16,大阪店,AC-001,WOOL CAP,ACCESSORY,BLACK,M,500,500,1,500,0,0.0,店舗
ORD-202609-00357,2026/09/16,新宿店,KN-001,WOOL KNIT,KNIT,GRAY,M,2500,2500,1,2500,0,0.0,店舗
ORD-202609-00359,2026/09/16,表参道店,SH-001,LOW SNEAKER,SHOES,WHITE,XL,2400,2400,2,4800,0,0.0,店舗
ORD-202609-00399,2026/09/16,表参道店,TP-002,OX SHIRT,TOPS,BLACK,XL,900,720,1,720,180,0.2,店舗
ORD-202609-00423,2026/09/16,EC,AC-003,LEATHER BELT,ACCESSORY,BLACK,S,1000,1000,1,1000,0,0.0,オンライン
ORD-202609-00479,2026/09/16,表参道店,BG-001,TOTE BAG,BAG,GRAY,M,1800,1260,2,2520,1080,0.3,店舗
ORD-202609-00488,2026/09/16,新宿店,TP-002,OX SHIRT,TOPS,NAVY,XL,900,630,2,1260,540,0.3,店舗
ORD-202609-00573,2026/09/16,大阪店,SH-001,LOW SNEAKER,SHOES,NAVY,XL,2400,2400,1,2400,0,0.0,店舗
ORD-202609-00606,2026/09/16,表参道店,JK-001,TECH JACKET,JACKET,BLACK,L,4500,4500,1,4500,0,0.0,店舗
ORD-202609-00617,2026/09/16,EC,JK-001,TECH JACKET,JACKET,BEIGE,S,4500,3600,2,7200,1800,0.2,オンライン
ORD-202609-00618,2026/09/16,表参道店,JK-001,TECH JACKET,JACKET,BLACK,S,4500,4500,1,4500,0,0.0,店舗
ORD-202609-00647,2026/09/16,表参道店,PT-001,SLIM PANTS,PANTS,WHITE,L,1800,1800,1,1800,0,0.0,店舗
ORD-202609-00648,2026/09/16,EC,AC-001,WOOL CAP,ACCESSORY,WHITE,XL,500,450,1,450,50,0.1,オンライン
ORD-202609-00665,2026/09/16,新宿店,SH-001,LOW SNEAKER,SHOES,BLACK,L,2400,1800,1,1800,600,0.25,店舗
ORD-202609-00685,2026/09/16,大阪店,TP-001,BASIC TEE,TOPS,BEIGE,M,1400,1120,1,1120,280,0.2,店舗
ORD-202609-00709,2026/09/16,EC,BG-001,TOTE BAG,BAG,WHITE,M,1800,1800,1,1800,0,0.0,オンライン
ORD-202609-00767,2026/09/16,EC,KN-002,CABLE KNIT,KNIT,WHITE,S,2000,2000,1,2000,0,0.0,オンライン
ORD-202609-00781,2026/09/16,大阪店,TP-001,BASIC TEE,TOPS,BLACK,S,1400,1400,1,1400,0,0.0,店舗
ORD-202609-00783,2026/09/16,大阪店,JK-001,TECH JACKET,JACKET,BLACK,XL,4500,4050,1,4050,450,0.1,店舗
ORD-202609-00788,2026/09/16,表参道店,KN-001,WOOL KNIT,KNIT,BLACK,S,2500,2500,1,2500,0,0.0,店舗
ORD-202609-00808,2026/09/16,EC,BG-001,TOTE BAG,BAG,BEIGE,L,1800,1440,1,1440,360,0.2,オンライン
ORD-202609-00834,2026/09/16,EC,AC-005,TOTE CHARM,ACCESSORY,GRAY,L,1000,750,1,750,250,0.25,オンライン
ORD-202609-00848,2026/09/16,新宿店,JK-001,TECH JACKET,JACKET,BLACK,L,4500,4500,3,13500,0,0.0,店舗
ORD-202609-00852,2026/09/16,表参道店,TP-002,OX SHIRT,TOPS,WHITE,S,900,900,1,900,0,0.0,店舗
ORD-202609-00877,2026/09/16,EC,TP-003,BAND COLLAR SHIRT,TOPS,GRAY,L,1400,1400,1,1400,0,0.0,オンライン
ORD-202609-00947,2026/09/16,EC,PT-001,SLIM PANTS,PANTS,BLACK,XL,1800,1800,1,1800,0,0.0,オンライン
ORD-202609-00952,2026/09/16,EC,TP-002,OX SHIRT,TOPS,NAVY,S,900,900,2,1800,0,0.0,オンライン
ORD-202609-00980,2026/09/16,EC,AC-002,SILK SCARF,ACCESSORY,GRAY,S,1000,900,2,1800,200,0.1,オンライン
ORD-202609-01025,2026/09/16,新宿店,KN-001,WOOL KNIT,KNIT,BLACK,XL,2500,2500,1,2500,0,0.0,店舗
ORD-202609-01061,2026/09/16,表参道店,PT-003,TAPERED PANTS,PANTS,WHITE,M,2800,2800,2,5600,0,0.0,店舗
ORD-202609-01097,2026/09/16,EC,SH-002,SUEDE BOOTS,SHOES,NAVY,L,2400,2040,1,2040,360,0.15,オンライン
ORD-202609-01098,2026/09/16,大阪店,KN-003,CREW KNIT,KNIT,BLACK,L,2000,1600,1,1600,400,0.2,店舗
ORD-202609-01109,2026/09/16,大阪店,BG-001,TOTE BAG,BAG,WHITE,S,1800,1800,2,3600,0,0.0,店舗
ORD-202609-01117,2026/09/16,EC,AC-001,WOOL CAP,ACCESSORY,BLACK,L,500,500,1,500,0,0.0,オンライン
ORD-202609-01147,2026/09/16,大阪店,PT-003,TAPERED PANTS,PANTS,KHAKI,M,2800,2800,1,2800,0,0.0,店舗
ORD-202609-01187,2026/09/16,表参道店,PT-004,CARGO PANTS,PANTS,NAVY,XL,2800,2100,1,2100,700,0.25,店舗
ORD-202609-01189,2026/09/16,大阪店,AC-001,WOOL CAP,ACCESSORY,BLACK,M,500,380,1,380,120,0.25,店舗
ORD-202609-01191,2026/09/16,表参道店,OT-002,CHESTER COAT,OUTER,WHITE,S,6700,6700,1,6700,0,0.0,店舗
ORD-202609-01233,2026/09/16,新宿店,SH-001,LOW SNEAKER,SHOES,BEIGE,L,2400,2400,1,2400,0,0.0,店舗
ORD-202609-01242,2026/09/16,EC,JK-001,TECH JACKET,JACKET,WHITE,L,4500,4500,1,4500,0,0.0,オンライン
ORD-202609-01258,2026/09/16,EC,AC-002,SILK SCARF,ACCESSORY,WHITE,XL,1000,700,1,700,300,0.3,オンライン
ORD-202609-01266,2026/09/16,大阪店,JK-002,SHELL JACKET,JACKET,BEIGE,M,3000,2100,2,4200,1800,0.3,店舗
ORD-202609-01274,2026/09/16,EC,TP-001,BASIC TEE,TOPS,BEIGE,M,1400,1050,3,3150,1050,0.25,オンライン
ORD-202609-01300,2026/09/16,EC,PT-001,SLIM PANTS,PANTS,BLACK,M,1800,1800,1,1800,0,0.0,オンライン
ORD-202609-01309,2026/09/16,EC,AC-005,TOTE CHARM,ACCESSORY,GRAY,M,1000,750,1,750,250,0.25,オンライン
ORD-202609-01320,2026/09/16,EC,BG-001,TOTE BAG,BAG,BEIGE,XL,1800,1800,1,1800,0,0.0,オンライン
ORD-202609-01388,2026/09/16,新宿店,OT-003,MOD COAT,OUTER,BLACK,XL,5200,5200,1,5200,0,0.0,店舗
ORD-202609-01420,2026/09/16,EC,PT-001,SLIM PANTS,PANTS,BLACK,M,1800,1350,1,1350,450,0.25,オンライン
ORD-202609-01446,2026/09/16,大阪店,KN-004,MOCK NECK KNIT,KNIT,KHAKI,M,2000,2000,1,2000,0,0.0,店舗
ORD-202609-01449,2026/09/16,新宿店,KN-001,WOOL KNIT,KNIT,BLACK,L,2500,2500,1,2500,0,0.0,店舗
ORD-202609-01480,2026/09/16,EC,BG-001,TOTE BAG,BAG,BLACK,M,1800,1800,1,1800,0,0.0,オンライン
ORD-202609-01520,2026/09/16,表参道店,KN-001,WOOL KNIT,KNIT,WHITE,L,2500,2500,1,2500,0,0.0,店舗
ORD-202609-01527,2026/09/16,新宿店,TP-003,BAND COLLAR SHIRT,TOPS,BLACK,M,1400,1400,1,1400,0,0.0,店舗
ORD-202609-01548,2026/09/16,大阪店,TP-004,DRY TEE,TOPS,WHITE,L,1400,1400,1,1400,0,0.0,店舗
ORD-202609-01563,2026/09/16,新宿店,SH-002,SUEDE BOOTS,SHOES,BEIGE,XL,2400,1920,1,1920,480,0.2,店舗
ORD-202609-01576,2026/09/16,EC,JK-001,TECH JACKET,JACKET,BLACK,M,4500,3600,1,3600,900,0.2,オンライン
ORD-202609-01594,2026/09/16,EC,JK-001,TECH JACKET,JACKET,BEIGE,M,4500,4500,1,4500,0,0.0,オンライン
ORD-202609-01598,2026/09/16,大阪店,TP-004,DRY TEE,TOPS,KHAKI,XL,1400,1120,1,1120,280,0.2,店舗
ORD-202609-01705,2026/09/16,大阪店,OT-001,WOOL COAT,OUTER,GRAY,L,6200,6200,2,12400,0,0.0,店舗
ORD-202609-01726,2026/09/16,表参道店,KN-003,CREW KNIT,KNIT,NAVY,S,2000,1800,2,3600,400,0.1,店舗
ORD-202609-01743,2026/09/16,大阪店,JK-001,TECH JACKET,JACKET,NAVY,M,4500,3150,1,3150,1350,0.3,店舗
ORD-202609-01766,2026/09/16,表参道店,PT-003,TAPERED PANTS,PANTS,WHITE,M,2800,2800,1,2800,0,0.0,店舗
ORD-202609-01788,2026/09/16,表参道店,PT-001,SLIM PANTS,PANTS,BLACK,M,1800,1800,1,1800,0,0.0,店舗
ORD-202609-01792,2026/09/16,新宿店,OT-003,MOD COAT,OUTER,BLACK,S,5200,5200,3,15600,0,0.0,店舗
ORD-202609-01950,2026/09/16,表参道店,OT-003,MOD COAT,OUTER,BEIGE,M,5200,5200,2,10400,0,0.0,店舗
ORD-202609-01956,2026/09/16,新宿店,PT-004,CARGO PANTS,PANTS,KHAKI,XL,2800,2800,2,5600,0,0.0,店舗
ORD-202609-02031,2026/09/16,EC,KN-001,WOOL KNIT,KNIT,WHITE,M,2500,2500,1,2500,0,0.0,オンライン
ORD-202609-02045,2026/09/16,EC,TP-001,BASIC TEE,TOPS,BLACK,L,1400,1190,3,3570,630,0.15,オンライン
ORD-202609-02088,2026/09/16,EC,TP-004,DRY TEE,TOPS,BLACK,XL,1400,1400,1,1400,0,0.0,オンライン
ORD-202609-02111,2026/09/16,EC,PT-001,SLIM PANTS,PANTS,WHITE,S,1800,1530,1,1530,270,0.15,オンライン
ORD-202609-02157,2026/09/16,EC,TP-001,BASIC TEE,TOPS,NAVY,M,1400,1050,1,1050,350,0.25,オンライン
ORD-202609-02165,2026/09/16,表参道店,AC-002,SILK SCARF,ACCESSORY,KHAKI,XL,1000,1000,1,1000,0,0.0,店舗
ORD-202609-02184,2026/09/16,表参道店,KN-001,WOOL KNIT,KNIT,WHITE,XL,2500,2500,1,2500,0,0.0,店舗
ORD-202609-02308,2026/09/16,表参道店,SH-002,SUEDE BOOTS,SHOES,KHAKI,M,2400,2400,1,2400,0,0.0,店舗
ORD-202609-02324,2026/09/16,新宿店,KN-002,CABLE KNIT,KNIT,WHITE,S,2000,2000,3,6000,0,0.0,店舗
ORD-202609-02391,2026/09/16,大阪店,KN-001,WOOL KNIT,KNIT,BEIGE,L,2500,2120,1,2120,380,0.15,店舗
ORD-202609-02489,2026/09/16,新宿店,AC-003,LEATHER BELT,ACCESSORY,NAVY,S,1000,850,1,850,150,0.15,店舗
ORD-202609-02498,2026/09/16,EC,KN-001,WOOL KNIT,KNIT,GRAY,S,2500,2500,1,2500,0,0.0,オンライン
ORD-202609-02524,2026/09/16,EC,BG-001,TOTE BAG,BAG,BLACK,M,1800,1800,1,1800,0,0.0,オンライン
ORD-202609-02532,2026/09/16,EC,AC-001,WOOL CAP,ACCESSORY,WHITE,M,500,500,1,500,0,0.0,オンライン
ORD-202609-02562,2026/09/16,EC,PT-003,TAPERED PANTS,PANTS,KHAKI,L,2800,2380,2,4760,840,0.15,オンライン
ORD-202609-02564,2026/09/16,表参道店,AC-001,WOOL CAP,ACCESSORY,BLACK,M,500,500,1,500,0,0.0,店舗
ORD-202609-02612,2026/09/16,EC,KN-001,WOOL KNIT,KNIT,WHITE,L,2500,2500,3,7500,0,0.0,オンライン
ORD-202609-02642,2026/09/16,EC,BG-001,TOTE BAG,BAG,BLACK,L,1800,1800,1,1800,0,0.0,オンライン
ORD-202609-02660,2026/09/16,大阪店,TP-001,BASIC TEE,TOPS,BLACK,XL,1400,1400,1,1400,0,0.0,店舗
ORD-202609-02674,2026/09/16,新宿店,KN-002,CABLE KNIT,KNIT,BLACK,L,2000,1700,1,1700,300,0.15,店舗
ORD-202609-02774,2026/09/16,表参道店,SH-002,SUEDE BOOTS,SHOES,NAVY,XL,2400,2400,1,2400,0,0.0,店舗
ORD-202609-02810,2026/09/16,大阪店,KN-001,WOOL KNIT,KNIT,KHAKI,XL,2500,2500,1,2500,0,0.0,店舗
ORD-202609-02835,2026/09/16,大阪店,OT-001,WOOL COAT,OUTER,NAVY,L,6200,6200,1,6200,0,0.0,店舗
ORD-202609-02843,2026/09/16,EC,AC-001,WOOL CAP,ACCESSORY,BEIGE,M,500,380,1,380,120,0.25,オンライン
ORD-202609-02855,2026/09/16,表参道店,SH-003,CHUKKA BOOTS,SHOES,BEIGE,M,3900,3900,1,3900,0,0.0,店舗
ORD-202609-02896,2026/09/16,大阪店,AC-005,TOTE CHARM,ACCESSORY,BEIGE,XL,1000,1000,1,1000,0,0.0,店舗
ORD-202609-02919,2026/09/16,EC,KN-002,CABLE KNIT,KNIT,BLACK,L,2000,2000,1,2000,0,0.0,オンライン
ORD-202609-02961,2026/09/16,EC,KN-003,CREW KNIT,KNIT,GRAY,M,2000,2000,1,2000,0,0.0,オンライン
ORD-202609-02971,2026/09/16,表参道店,TP-001,BASIC TEE,TOPS,WHITE,L,1400,1400,1,1400,0,0.0,店舗
ORD-202609-00004,2026/09/17,EC,TP-001,BASIC TEE,TOPS,GRAY,M,1400,1050,2,2100,700,0.25,オンライン
ORD-202609-00058,2026/09/17,表参道店,JK-001,TECH JACKET,JACKET,NAVY,S,4500,3600,1,3600,900,0.2,店舗
ORD-202609-00077,2026/09/17,EC,PT-002,WIDE PANTS,PANTS,KHAKI,S,1800,1620,1,1620,180,0.1,オンライン
ORD-202609-00080,2026/09/17,EC,KN-002,CABLE KNIT,KNIT,KHAKI,M,2000,1600,1,1600,400,0.2,オンライン
ORD-202609-00126,2026/09/17,大阪店,SH-001,LOW SNEAKER,SHOES,BLACK,M,2400,1800,1,1800,600,0.25,店舗
ORD-202609-00132,2026/09/17,新宿店,OT-005,BALMACAAN COAT,OUTER,KHAKI,XL,6700,6700,1,6700,0,0.0,店舗
ORD-202609-00150,2026/09/17,EC,OT-001,WOOL COAT,OUTER,BLACK,L,6200,6200,1,6200,0,0.0,オンライン
ORD-202609-00218,2026/09/17,新宿店,AC-001,WOOL CAP,ACCESSORY,BLACK,L,500,500,1,500,0,0.0,店舗
ORD-202609-00276,2026/09/17,大阪店,KN-001,WOOL KNIT,KNIT,GRAY,L,2500,2500,1,2500,0,0.0,店舗
ORD-202609-00283,2026/09/17,EC,TP-001,BASIC TEE,TOPS,GRAY,M,1400,1400,1,1400,0,0.0,オンライン
ORD-202609-00330,2026/09/17,EC,TP-001,BASIC TEE,TOPS,BLACK,M,1400,1400,1,1400,0,0.0,オンライン
ORD-202609-00332,2026/09/17,大阪店,JK-001,TECH JACKET,JACKET,BLACK,M,4500,4500,1,4500,0,0.0,店舗
ORD-202609-00379,2026/09/17,EC,OT-003,MOD COAT,OUTER,BLACK,L,5200,5200,1,5200,0,0.0,オンライン
ORD-202609-00395,2026/09/17,EC,AC-001,WOOL CAP,ACCESSORY,BEIGE,M,500,500,1,500,0,0.0,オンライン
ORD-202609-00484,2026/09/17,EC,SH-001,LOW SNEAKER,SHOES,BEIGE,L,2400,2400,1,2400,0,0.0,オンライン
ORD-202609-00507,2026/09/17,新宿店,TP-001,BASIC TEE,TOPS,BEIGE,XL,1400,1050,1,1050,350,0.25,店舗
ORD-202609-00563,2026/09/17,新宿店,BG-002,SHOULDER BAG,BAG,WHITE,XL,3300,3300,1,3300,0,0.0,店舗
ORD-202609-00599,2026/09/17,大阪店,BG-001,TOTE BAG,BAG,BLACK,S,1800,1800,1,1800,0,0.0,店舗
ORD-202609-00634,2026/09/17,表参道店,PT-001,SLIM PANTS,PANTS,WHITE,L,1800,1800,1,1800,0,0.0,店舗
ORD-202609-00663,2026/09/17,新宿店,OT-001,WOOL COAT,OUTER,GRAY,XL,6200,6200,1,6200,0,0.0,店舗
ORD-202609-00696,2026/09/17,新宿店,OT-003,MOD COAT,OUTER,NAVY,L,5200,5200,1,5200,0,0.0,店舗
ORD-202609-00706,2026/09/17,大阪店,TP-002,OX SHIRT,TOPS,BEIGE,M,900,900,1,900,0,0.0,店舗
ORD-202609-00752,2026/09/17,EC,AC-001,WOOL CAP,ACCESSORY,WHITE,L,500,500,1,500,0,0.0,オンライン
ORD-202609-00771,2026/09/17,EC,BG-001,TOTE BAG,BAG,WHITE,S,1800,1800,1,1800,0,0.0,オンライン
ORD-202609-00869,2026/09/17,EC,OT-001,WOOL COAT,OUTER,WHITE,M,6200,5270,1,5270,930,0.15,オンライン
ORD-202609-00881,2026/09/17,新宿店,TP-002,OX SHIRT,TOPS,WHITE,M,900,900,1,900,0,0.0,店舗
ORD-202609-00938,2026/09/17,EC,PT-003,TAPERED PANTS,PANTS,BEIGE,S,2800,2800,1,2800,0,0.0,オンライン
ORD-202609-00954,2026/09/17,新宿店,SH-002,SUEDE BOOTS,SHOES,NAVY,L,2400,2400,1,2400,0,0.0,店舗
ORD-202609-01119,2026/09/17,新宿店,AC-003,LEATHER BELT,ACCESSORY,NAVY,L,1000,900,1,900,100,0.1,店舗
ORD-202609-01171,2026/09/17,大阪店,JK-005,MDS JACKET,JACKET,BEIGE,XL,4000,4000,1,4000,0,0.0,店舗
ORD-202609-01216,2026/09/17,表参道店,KN-001,WOOL KNIT,KNIT,BLACK,M,2500,2500,1,2500,0,0.0,店舗
ORD-202609-01227,2026/09/17,EC,PT-001,SLIM PANTS,PANTS,BLACK,L,1800,1260,2,2520,1080,0.3,オンライン
ORD-202609-01271,2026/09/17,新宿店,TP-001,BASIC TEE,TOPS,WHITE,XL,1400,1400,2,2800,0,0.0,店舗
ORD-202609-01287,2026/09/17,大阪店,SH-001,LOW SNEAKER,SHOES,GRAY,M,2400,2400,1,2400,0,0.0,店舗
ORD-202609-01365,2026/09/17,EC,PT-001,SLIM PANTS,PANTS,NAVY,XL,1800,1800,1,1800,0,0.0,オンライン
ORD-202609-01372,2026/09/17,新宿店,JK-003,QUILTED JACKET,JACKET,GRAY,XL,5000,5000,1,5000,0,0.0,店舗
ORD-202609-01397,2026/09/17,EC,JK-002,SHELL JACKET,JACKET,NAVY,S,3000,3000,1,3000,0,0.0,オンライン
ORD-202609-01412,2026/09/17,新宿店,OT-001,WOOL COAT,OUTER,BLACK,L,6200,6200,1,6200,0,0.0,店舗
ORD-202609-01435,2026/09/17,新宿店,AC-001,WOOL CAP,ACCESSORY,BLACK,XL,500,500,1,500,0,0.0,店舗
ORD-202609-01473,2026/09/17,大阪店,TP-003,BAND COLLAR SHIRT,TOPS,NAVY,L,1400,1400,1,1400,0,0.0,店舗
ORD-202609-01498,2026/09/17,表参道店,SH-002,SUEDE BOOTS,SHOES,NAVY,XL,2400,1920,1,1920,480,0.2,店舗
ORD-202609-01532,2026/09/17,大阪店,JK-001,TECH JACKET,JACKET,WHITE,M,4500,3380,1,3380,1120,0.25,店舗
ORD-202609-01659,2026/09/17,表参道店,PT-002,WIDE PANTS,PANTS,BEIGE,L,1800,1440,1,1440,360,0.2,店舗
ORD-202609-01673,2026/09/17,EC,OT-001,WOOL COAT,OUTER,GRAY,M,6200,6200,1,6200,0,0.0,オンライン
ORD-202609-01684,2026/09/17,大阪店,TP-002,OX SHIRT,TOPS,WHITE,L,900,900,1,900,0,0.0,店舗
ORD-202609-01692,2026/09/17,EC,AC-002,SILK SCARF,ACCESSORY,NAVY,S,1000,1000,1,1000,0,0.0,オンライン
ORD-202609-01696,2026/09/17,EC,TP-005,LINEN SHIRT,TOPS,NAVY,M,1400,1400,2,2800,0,0.0,オンライン
ORD-202609-01697,2026/09/17,大阪店,SH-001,LOW SNEAKER,SHOES,GRAY,S,2400,2400,2,4800,0,0.0,店舗
ORD-202609-01737,2026/09/17,EC,JK-001,TECH JACKET,JACKET,NAVY,S,4500,4500,1,4500,0,0.0,オンライン
ORD-202609-01760,2026/09/17,EC,SH-001,LOW SNEAKER,SHOES,GRAY,XL,2400,2400,1,2400,0,0.0,オンライン
ORD-202609-01777,2026/09/17,表参道店,TP-002,OX SHIRT,TOPS,BLACK,L,900,900,1,900,0,0.0,店舗
ORD-202609-01787,2026/09/17,新宿店,SH-005,DECK SHOES,SHOES,BLACK,M,2400,2400,1,2400,0,0.0,店舗
ORD-202609-01815,2026/09/17,新宿店,TP-005,LINEN SHIRT,TOPS,WHITE,M,1400,1400,1,1400,0,0.0,店舗
ORD-202609-01822,2026/09/17,表参道店,PT-002,WIDE PANTS,PANTS,NAVY,L,1800,1800,1,1800,0,0.0,店舗
ORD-202609-01874,2026/09/17,新宿店,TP-001,BASIC TEE,TOPS,BEIGE,M,1400,1190,1,1190,210,0.15,店舗
ORD-202609-01875,2026/09/17,表参道店,OT-003,MOD COAT,OUTER,KHAKI,S,5200,3900,1,3900,1300,0.25,店舗
ORD-202609-01901,2026/09/17,表参道店,TP-001,BASIC TEE,TOPS,GRAY,L,1400,1400,1,1400,0,0.0,店舗
ORD-202609-01910,2026/09/17,大阪店,KN-002,CABLE KNIT,KNIT,BEIGE,L,2000,2000,3,6000,0,0.0,店舗
ORD-202609-01939,2026/09/17,表参道店,AC-001,WOOL CAP,ACCESSORY,BLACK,XL,500,500,1,500,0,0.0,店舗
ORD-202609-01991,2026/09/17,大阪店,TP-003,BAND COLLAR SHIRT,TOPS,WHITE,M,1400,1190,1,1190,210,0.15,店舗
ORD-202609-02029,2026/09/17,大阪店,SH-001,LOW SNEAKER,SHOES,WHITE,S,2400,1800,1,1800,600,0.25,店舗
ORD-202609-02108,2026/09/17,新宿店,TP-001,BASIC TEE,TOPS,BLACK,S,1400,1400,1,1400,0,0.0,店舗
ORD-202609-02331,2026/09/17,EC,PT-001,SLIM PANTS,PANTS,BLACK,S,1800,1350,3,4050,1350,0.25,オンライン
ORD-202609-02332,2026/09/17,新宿店,KN-003,CREW KNIT,KNIT,BEIGE,M,2000,2000,1,2000,0,0.0,店舗
ORD-202609-02339,2026/09/17,表参道店,TP-001,BASIC TEE,TOPS,BLACK,S,1400,1400,1,1400,0,0.0,店舗
ORD-202609-02380,2026/09/17,表参道店,PT-002,WIDE PANTS,PANTS,GRAY,M,1800,1350,1,1350,450,0.25,店舗
ORD-202609-02401,2026/09/17,EC,JK-001,TECH JACKET,JACKET,KHAKI,M,4500,4500,1,4500,0,0.0,オンライン
ORD-202609-02420,2026/09/17,EC,PT-001,SLIM PANTS,PANTS,NAVY,M,1800,1800,1,1800,0,0.0,オンライン
ORD-202609-02425,2026/09/17,大阪店,JK-001,TECH JACKET,JACKET,KHAKI,XL,4500,4500,1,4500,0,0.0,店舗
ORD-202609-02466,2026/09/17,大阪店,SH-001,LOW SNEAKER,SHOES,KHAKI,L,2400,1920,1,1920,480,0.2,店舗
ORD-202609-02467,2026/09/17,新宿店,BG-005,BACKPACK,BAG,BLACK,XL,3800,3800,1,3800,0,0.0,店舗
ORD-202609-02525,2026/09/17,EC,KN-002,CABLE KNIT,KNIT,GRAY,M,2000,2000,1,2000,0,0.0,オンライン
ORD-202609-02575,2026/09/17,大阪店,OT-003,MOD COAT,OUTER,BLACK,XL,5200,5200,2,10400,0,0.0,店舗
ORD-202609-02592,2026/09/17,大阪店,AC-003,LEATHER BELT,ACCESSORY,KHAKI,M,1000,750,1,750,250,0.25,店舗
ORD-202609-02603,2026/09/17,大阪店,BG-002,SHOULDER BAG,BAG,KHAKI,L,3300,3300,1,3300,0,0.0,店舗
ORD-202609-02636,2026/09/17,EC,SH-003,CHUKKA BOOTS,SHOES,BLACK,XL,3900,3120,1,3120,780,0.2,オンライン
ORD-202609-02649,2026/09/17,表参道店,PT-001,SLIM PANTS,PANTS,KHAKI,L,1800,1800,1,1800,0,0.0,店舗
ORD-202609-02693,2026/09/17,新宿店,AC-002,SILK SCARF,ACCESSORY,WHITE,XL,1000,800,2,1600,400,0.2,店舗
ORD-202609-02694,2026/09/17,EC,SH-001,LOW SNEAKER,SHOES,BEIGE,L,2400,2400,1,2400,0,0.0,オンライン
ORD-202609-02714,2026/09/17,大阪店,JK-003,QUILTED JACKET,JACKET,GRAY,L,5000,5000,1,5000,0,0.0,店舗
ORD-202609-02726,2026/09/17,EC,TP-003,BAND COLLAR SHIRT,TOPS,WHITE,XL,1400,1400,1,1400,0,0.0,オンライン
ORD-202609-02733,2026/09/17,EC,SH-001,LOW SNEAKER,SHOES,BLACK,L,2400,2160,1,2160,240,0.1,オンライン
ORD-202609-02745,2026/09/17,EC,TP-001,BASIC TEE,TOPS,BLACK,S,1400,1400,1,1400,0,0.0,オンライン
ORD-202609-02780,2026/09/17,EC,BG-001,TOTE BAG,BAG,KHAKI,M,1800,1530,1,1530,270,0.15,オンライン
ORD-202609-02853,2026/09/17,大阪店,OT-002,CHESTER COAT,OUTER,BLACK,S,6700,5020,1,5020,1680,0.25,店舗
ORD-202609-02887,2026/09/17,表参道店,SH-001,LOW SNEAKER,SHOES,NAVY,L,2400,2400,1,2400,0,0.0,店舗
ORD-202609-02974,2026/09/17,表参道店,SH-001,LOW SNEAKER,SHOES,NAVY,XL,2400,2400,3,7200,0,0.0,店舗
ORD-202609-00034,2026/09/18,EC,KN-002,CABLE KNIT,KNIT,BLACK,L,2000,1600,1,1600,400,0.2,オンライン
ORD-202609-00078,2026/09/18,EC,JK-001,TECH JACKET,JACKET,BLACK,S,4500,4500,1,4500,0,0.0,オンライン
ORD-202609-00081,2026/09/18,表参道店,BG-001,TOTE BAG,BAG,BLACK,L,1800,1800,1,1800,0,0.0,店舗
ORD-202609-00119,2026/09/18,EC,KN-001,WOOL KNIT,KNIT,WHITE,M,2500,2500,1,2500,0,0.0,オンライン
ORD-202609-00134,2026/09/18,新宿店,SH-002,SUEDE BOOTS,SHOES,BLACK,M,2400,2400,1,2400,0,0.0,店舗
ORD-202609-00169,2026/09/18,EC,AC-004,KNIT MUFFLER,ACCESSORY,NAVY,L,1000,1000,1,1000,0,0.0,オンライン
ORD-202609-00205,2026/09/18,表参道店,BG-001,TOTE BAG,BAG,BLACK,L,1800,1800,1,1800,0,0.0,店舗
ORD-202609-00232,2026/09/18,新宿店,TP-002,OX SHIRT,TOPS,KHAKI,L,900,900,1,900,0,0.0,店舗
ORD-202609-00258,2026/09/18,大阪店,SH-003,CHUKKA BOOTS,SHOES,KHAKI,M,3900,3900,1,3900,0,0.0,店舗
ORD-202609-00274,2026/09/18,新宿店,SH-001,LOW SNEAKER,SHOES,BEIGE,XL,2400,2400,1,2400,0,0.0,店舗
ORD-202609-00304,2026/09/18,大阪店,AC-002,SILK SCARF,ACCESSORY,BLACK,M,1000,1000,3,3000,0,0.0,店舗
ORD-202609-00331,2026/09/18,EC,PT-001,SLIM PANTS,PANTS,GRAY,L,1800,1800,2,3600,0,0.0,オンライン
ORD-202609-00392,2026/09/18,大阪店,OT-001,WOOL COAT,OUTER,GRAY,L,6200,6200,1,6200,0,0.0,店舗
ORD-202609-00421,2026/09/18,新宿店,PT-003,TAPERED PANTS,PANTS,NAVY,L,2800,2800,1,2800,0,0.0,店舗
